gene,pt1,pt2,pt3,pt4,pt5,pt6,pt7,SYMBOL,GENENAME
ENSCAFG00000010920,-0.906174485,-0.770168953,-1.268722491,-0.882136651,-0.546542956,-1.726923112,-1.040846135,KMT5B,lysine methyltransferase 5B
ENSCAFG00000010932,1.14347497,0.029661634,0.861561495,0.158225757,0.153320916,0.877729536,0.372166623,NA,NA
ENSCAFG00000010966,1.337258687,1.136483567,-0.388706579,0.330963176,2.899955457,na,1.640513034,SHOX,short stature homeobox
ENSCAFG00000010971,-1.794250245,-1.99173432,0.573627472,0.198702973,-1.708131464,-0.633546526,-2.650221198,SATB2,SATB homeobox 2
ENSCAFG00000010982,-1.607355298,-0.855059686,-2.380986765,-1.959790812,-1.708500452,-0.700724968,-1.125172503,FAM20A,FAM20A golgi associated secretory pathway pseudokinase
ENSCAFG00000011002,-0.113343373,-1.241147186,-2.091682464,-2.165061822,0.103473541,-2.453713618,0.291709567,TINAGL1,tubulointerstitial nephritis antigen like 1
ENSCAFG00000011041,-0.263855654,1.491412516,0.181968063,1.075905779,1.197556007,0.194125029,2.417445385,CSF2RA,colony stimulating factor 2 receptor subunit alpha
ENSCAFG00000011057,0.370790264,1.309588587,0.773797301,0.927229725,0.53662159,1.289891318,0.429907433,TRAIP,TRAF interacting protein
ENSCAFG00000011070,-1.673553,-1.375668096,-1.242792012,-0.788004981,-1.388927007,-1.610817973,-0.645905616,ARSG,arylsulfatase G
ENSCAFG00000011091,-0.764798936,-1.083994507,-1.516089943,-1.28487582,0.188007753,-1.828902785,-1.341695477,XG,Xg glycoprotein
ENSCAFG00000011113,-1.294042219,-0.259994778,-1.481146112,-2.502716737,-0.465701928,-0.570858932,-0.949309424,GYG2,glycogenin 2
ENSCAFG00000011117,1.530816436,0.267823634,1.480681085,1.026574235,-0.489384118,2.617485688,-0.036518999,FABP3,fatty acid binding protein 3
ENSCAFG00000011140,0.165406272,2.668516266,2.258032418,1.819864889,0.68541866,3.613353571,1.356529093,KIF14,kinesin family member 14
ENSCAFG00000011175,1.119198029,0.769459918,0.902825822,0.700673347,-0.046362734,1.571384134,1.533908648,NKAIN1,sodium/potassium transporting ATPase interacting 1
ENSCAFG00000011184,-0.238945747,-1.636568034,-1.974972868,-1.013658624,-1.119500791,-2.102776084,-1.550215139,SIAE,sialic acid acetylesterase
ENSCAFG00000011192,-0.595978448,-1.192473375,-0.496062762,-1.434903201,-0.565262202,-1.054741631,-0.817338674,LOC491723,"fatty acid binding protein 4, adipocyte pseudogene"
ENSCAFG00000011197,0.565878312,1.418882738,0.926342179,0.90178443,1.274377366,1.461083392,0.765380582,MMP14,matrix metallopeptidase 14
ENSCAFG00000011203,-1.139085361,-0.468327206,-0.366790629,-0.481850527,-1.407474347,-1.184444012,-1.11499967,CYP2U1,cytochrome P450 family 2 subfamily U member 1
ENSCAFG00000011219,-0.578264566,-0.09531119,-0.891387698,-0.836040733,0.054347379,-0.410347496,-0.246683651,ADRB1,adrenoceptor beta 1
ENSCAFG00000011230,3.605441673,-0.206254266,0.198875455,0.556620988,1.940844848,2.793341606,0.907001991,PANX3,pannexin 3
ENSCAFG00000011233,-1.399442089,-0.772970547,-2.199784833,-0.887880585,-1.843885435,-1.223077684,-0.440262287,PRKAR1B,protein kinase cAMP-dependent type I regulatory subunit beta
ENSCAFG00000011243,1.128119286,0.818129818,0.868097592,0.414521473,0.611056118,1.550279866,1.208920233,PRMT5,protein arginine methyltransferase 5
ENSCAFG00000011251,-0.666870547,-0.755362809,-1.391194435,-1.354367835,-1.00496521,-1.235722729,-0.709498338,NLGN4X,neuroligin 4 X-linked
ENSCAFG00000011274,-1.32345486,-0.806917111,-0.432114324,-1.904250671,-1.133886788,-2.465221628,-1.511432783,SV2B,synaptic vesicle glycoprotein 2B
ENSCAFG00000011318,0.599437448,1.141987431,-0.561697508,0.744378823,1.879256696,2.081106059,3.881736305,ANOS1,anosmin 1
ENSCAFG00000011339,-0.592160372,-1.871577089,-1.651885196,-0.594725695,-0.407096483,-0.093215481,-1.727645508,LHX9,LIM homeobox 9
ENSCAFG00000011368,-2.180314115,-0.848006008,-1.705124389,-0.359660434,-0.306194888,-2.392308997,-1.10586994,TLR5,toll like receptor 5
ENSCAFG00000011390,-2.066782421,-0.690419314,-1.8539316,-2.871640552,-2.146655366,-3.214954051,-3.30063121,WSCD2,WSC domain containing 2
ENSCAFG00000011403,0.710592162,2.331041289,2.504885866,2.274549284,0.440584462,3.410805756,1.373851406,ASPM,assembly factor for spindle microtubules
ENSCAFG00000011405,-1.966192648,-3.092552131,-1.381277777,-0.863304182,-2.737760819,-4.336673675,-2.450857645,TXNIP,thioredoxin interacting protein
ENSCAFG00000011452,0.000711304,na,-0.066308757,-1.522435205,-1.475774168,-1.054741631,-1.226647609,NA,NA
ENSCAFG00000011462,-1.053432141,-0.806610676,-3.064629843,-2.251659077,-0.226135847,-3.23880157,-1.450340985,CFI,complement factor I
ENSCAFG00000011465,-2.164068949,-3.946770351,-1.520219852,-4.674961523,-2.725769131,-3.148090894,-2.574581509,NA,NA
ENSCAFG00000011487,1.12735951,1.998860651,0.490672007,0.75223236,1.20521677,1.172112967,0.312764448,BCAT1,branched chain amino acid transaminase 1
ENSCAFG00000011494,-1.61131513,-0.637395575,-1.184063988,-0.036898697,-1.101788248,1.296633318,-1.049206367,PEX5L,peroxisomal biogenesis factor 5 like
ENSCAFG00000011504,0.311432545,2.334492739,2.173180635,0.857793124,1.251068157,0.823185303,1.764042538,FCGR1A,Fc fragment of IgG receptor Ia
ENSCAFG00000011525,-0.0296599,2.390136452,3.189225266,0.417542934,1.054092832,0.590072919,2.486214409,ISG20,interferon stimulated exonuclease gene 20
ENSCAFG00000011571,0.346086025,-0.375354821,-1.358675164,-0.980889395,-0.184109118,-1.409628106,-1.511074966,SOX5,SRY-box transcription factor 5
ENSCAFG00000011580,-2.188230863,-1.172803988,-0.645090265,-1.817507503,-0.380388335,-1.403159917,-0.514605999,ENPEP,glutamyl aminopeptidase
ENSCAFG00000011583,1.852839942,0.722293928,1.926928255,0.50628682,-0.001675995,1.089079291,0.356745462,ABHD2,"abhydrolase domain containing 2, acylglycerol lipase"
ENSCAFG00000011598,0.896603848,2.383706258,1.754216341,1.675351959,1.031273035,3.091980492,2.456050585,KPNA2,karyopherin subunit alpha 2
ENSCAFG00000011613,-1.013403877,-1.234043892,-0.321178103,-0.218108574,-0.603357593,-0.035307591,-0.18517192,CMTM5,CKLF like MARVEL transmembrane domain containing 5
ENSCAFG00000011620,0.886084208,1.570997576,2.072766768,1.11767717,0.477328782,2.297183635,1.230109707,FANCI,FA complementation group I
ENSCAFG00000011648,-2.440306514,-3.065962269,-1.967029402,-1.915682462,-1.063773631,-1.884062804,-1.609797715,SCN7A,sodium voltage-gated channel alpha subunit 7
ENSCAFG00000011666,2.122155807,0.960909862,0.955975915,0.443241919,0.454978804,1.883038418,1.103113783,HSPA8,heat shock protein family A (Hsp70) member 8
ENSCAFG00000011667,0.717475615,0.826298739,0.476488531,0.83325271,0.497226741,0.61440855,0.554984455,ETNK1,ethanolamine kinase 1
ENSCAFG00000011682,0.711737711,0.311049876,na,2.220152038,0.311858152,1.00199366,na,XIRP2,xin actin binding repeat containing 2
ENSCAFG00000011712,-0.437580588,-0.554014615,-1.306007974,-0.83836971,0.302482044,-1.024383082,-1.100050068,CARMIL3,capping protein regulator and myosin 1 linker 3
ENSCAFG00000011731,-1.361254242,-2.226620787,-4.182184287,-4.110155831,-2.290967657,-3.225487403,-0.613682988,CADM3,cell adhesion molecule 3
ENSCAFG00000011751,0.628497472,2.981714482,2.238215744,0.306999418,1.142898029,0.930569128,0.286772775,CD86,CD86 molecule
ENSCAFG00000011755,1.488617484,0.684301634,0.171007421,0.17483359,1.613963549,-0.228407264,2.43340615,FCER1A,Fc fragment of IgE receptor Ia
ENSCAFG00000011765,0.6128334,0.178261543,0.134984102,2.036737657,2.030760544,0.01911477,0.700064179,OR10J4,olfactory receptor family 10 subfamily J member 4
ENSCAFG00000011775,0.205017265,-0.359485941,-1.180556163,-0.890256708,-0.595874307,-1.851174088,-0.171071365,GPR146,G protein-coupled receptor 146
ENSCAFG00000011781,-0.451567242,-0.93186506,-1.051925302,-0.216497279,-0.59090323,-1.508276977,-0.632105407,GPER1,G protein-coupled estrogen receptor 1
ENSCAFG00000011782,-1.324678714,2.273981643,-1.253312368,-1.508706146,-0.426114136,2.7502032,-1.626786437,GFRA1,GDNF family receptor alpha 1
ENSCAFG00000011796,0.219690977,0.756828815,1.413121683,1.647322733,0.512827042,2.160615216,-0.586472975,MCF2L2,MCF.2 cell line derived transforming sequence-like 2
ENSCAFG00000011824,0.226943503,1.095539866,0.666299797,0.496924775,-0.035530127,0.589377761,0.071008901,B3GNT5,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5"
ENSCAFG00000011834,-0.749612236,-1.566146757,-0.879710986,-1.306907983,-0.641121196,-2.631085635,-0.752984998,NOSTRIN,nitric oxide synthase trafficking
ENSCAFG00000011840,0.294791552,-0.191612457,-1.718262559,-0.782759725,-1.681747347,-2.39566422,-1.508033969,SYT12,synaptotagmin 12
ENSCAFG00000011859,0.177445145,1.679904192,2.832369623,1.76409885,0.790605459,4.15015227,1.4336577,SPC25,SPC25 component of NDC80 kinetochore complex
ENSCAFG00000011869,-1.237532112,-0.57872116,-1.293893034,1.064510769,-1.065394863,-1.989152742,-1.481972149,TRIM67,tripartite motif containing 67
ENSCAFG00000011874,0.820893692,1.23052553,2.493710101,1.788990328,0.479136748,3.34533749,0.695189562,DOK5,docking protein 5
ENSCAFG00000011899,0.704945689,1.818870689,1.345613376,1.82856889,0.986605143,1.943882905,1.98756514,HJURP,Holliday junction recognition protein
ENSCAFG00000011909,-3.040871882,-3.119322611,-2.57950255,-1.77913332,-3.015739091,-1.954641013,-1.185682109,CAMK1G,calcium/calmodulin dependent protein kinase IG
ENSCAFG00000011911,1.45852067,1.2124528,0.353238464,0.773690628,2.018698664,1.155459169,1.173681728,COL6A1,collagen type VI alpha 1 chain
ENSCAFG00000011913,1.918970021,-1.895664602,-2.162699297,-1.818882631,-1.95731776,-1.582798585,1.549088354,LAMB3,laminin subunit beta 3
ENSCAFG00000011915,1.851164327,1.050240575,-0.190934175,0.721357386,2.083407377,1.278387242,1.87293345,NA,NA
ENSCAFG00000011945,1.179844724,0.554021961,3.046621058,1.276837432,0.256461668,1.093788014,0.582768183,VEGFD,vascular endothelial growth factor D
ENSCAFG00000011952,1.666856751,-1.358613021,0.074977155,0.265803492,1.282982878,1.783448783,1.61671802,NA,NA
ENSCAFG00000011957,0.930511351,0.891948442,1.257305108,0.318234628,0.676904989,2.450550013,0.042860523,LSS,lanosterol synthase
ENSCAFG00000011961,0.968455321,1.600861085,1.48521109,0.998314074,0.81299633,2.524895488,0.889365144,TICRR,TOPBP1 interacting checkpoint and replication regulator
ENSCAFG00000011968,-0.572468517,-0.437758735,-0.611863733,0.258598034,-0.396624895,-0.314708997,-0.749888721,LOC611771,protein FAM209B
ENSCAFG00000011971,0.160025164,-0.812389349,-0.407669296,-1.081574342,-1.295481963,-0.556725011,-0.333535968,IRF6,interferon regulatory factor 6
ENSCAFG00000011974,-0.155360586,-0.407302937,-0.386231971,-0.185399842,-0.325073029,-0.844974986,-0.301457427,EPB42,erythrocyte membrane protein band 4.2
ENSCAFG00000011986,-4.100898923,-4.329147276,-3.390690262,-4.188394109,-2.393951979,-2.546559559,-4.005773038,PLIN1,perilipin 1
ENSCAFG00000011996,0.291376773,0.998851616,0.054389079,-0.569737385,1.282982878,3.409656696,0.800025806,TFAP2C,transcription factor AP-2 gamma
ENSCAFG00000012046,-1.347004039,-1.538110002,1.817074366,-2.94279502,-0.857302325,-2.170787722,-2.002817183,IFI6,interferon alpha inducible protein 6
ENSCAFG00000012063,0.108641656,-2.061592146,-1.920276926,-1.298790046,-0.255169516,-2.939889624,-0.792086514,BMX,BMX non-receptor tyrosine kinase
ENSCAFG00000012065,-2.684708846,-2.765049385,-1.577874714,-1.13426829,-2.164435563,-2.332535851,-2.745899574,PCK1,phosphoenolpyruvate carboxykinase 1
ENSCAFG00000012068,-5.171566692,-3.569905786,-3.092909085,-4.08119964,-0.840421677,-1.277298459,-1.872573735,AGT,angiotensinogen
ENSCAFG00000012082,-2.19110338,-1.806427893,-0.920590421,-0.444293876,-1.155783866,-0.165363547,-0.592063763,SEMA4B,semaphorin 4B
ENSCAFG00000012093,-1.981122939,0.032390829,-1.896663108,1.485358957,-0.831081609,-3.265762854,-1.857703239,CTSK,cathepsin K
ENSCAFG00000012123,0.888246292,0.424832144,0.733487958,0.268682521,0.383091193,1.132576131,0.939435314,NA,NA
ENSCAFG00000012126,1.860647322,1.817195973,1.945435724,0.585716252,0.753789328,2.229066218,1.571391216,HYOU1,hypoxia up-regulated 1
ENSCAFG00000012136,1.122377583,2.323219461,2.394471591,1.407907824,0.93887669,2.828193724,1.490526045,NEK2,NIMA related kinase 2
ENSCAFG00000012140,1.264177866,2.401442639,2.275736254,2.114077223,1.19981414,3.503002119,2.74744342,PRC1,protein regulator of cytokinesis 1
ENSCAFG00000012156,0.800669809,1.320148561,1.469765345,1.266194737,2.854017779,3.302992473,1.69353904,ARSJ,arylsulfatase family member J
ENSCAFG00000012157,0.111943746,2.410663064,0.504551834,na,-0.075929611,0.483500107,0.307717825,NA,NA
ENSCAFG00000012206,-0.761747756,-1.031843409,-2.299925828,-1.750102629,-0.644831811,-4.000089697,-0.61616243,ACKR3,atypical chemokine receptor 3
ENSCAFG00000012226,1.232196151,2.115105905,-0.142583027,1.29644224,2.989555409,1.849963755,0.502142306,COL6A3,collagen type VI alpha 3 chain
ENSCAFG00000012228,-2.987213133,-2.319396884,-2.139789178,-3.219732906,-0.198699479,-1.024339721,-2.227735284,S100B,S100 calcium binding protein B
ENSCAFG00000012245,-1.140908865,0.144354372,-0.550175009,-1.041129013,-0.496135997,-0.170414496,-0.773611222,EDN3,endothelin 3
ENSCAFG00000012254,1.05975147,1.150186517,-0.033209138,0.702309462,0.60877377,0.231660046,2.664339185,LTB4R,leukotriene B4 receptor
ENSCAFG00000012258,-1.073607329,-1.426239223,-1.124600432,-0.658917373,-0.854467462,-1.25855573,0.821612613,PHACTR3,phosphatase and actin regulator 3
ENSCAFG00000012260,0.367433068,1.127965286,1.151604422,0.521699423,0.433603034,1.62944323,1.421145285,DTL,denticleless E3 ubiquitin protein ligase homolog
ENSCAFG00000012281,-0.433252756,-0.654762013,0.143115512,-1.148122851,-1.314321891,-2.393219223,-1.061595547,KALRN,kalirin RhoGEF kinase
ENSCAFG00000012286,-1.491292348,-0.240236959,-1.009375053,0.82937639,-0.77334296,-2.291546366,-0.945936516,STRADB,STE20 related adaptor beta
ENSCAFG00000012302,1.337474387,0.769436058,1.333510074,0.514494943,0.454288218,1.297105537,0.725899524,DPAGT1,dolichyl-phosphate N-acetylglucosaminephosphotransferase 1
ENSCAFG00000012317,-1.299781095,-0.947976915,-1.090764323,-0.4672518,-0.355122255,-1.600901069,-0.79815504,TMEM237,transmembrane protein 237
ENSCAFG00000012328,-1.329257886,-0.725222041,-1.000810705,-0.647803658,-1.368300488,-1.489489778,-2.895316198,PRSS12,serine protease 12
ENSCAFG00000012332,1.058645661,0.984373303,1.039824697,0.33093639,0.665609584,1.265413538,1.469827172,H2AX,H2A.X variant histone
ENSCAFG00000012376,0.443828038,2.504531361,0.60421995,0.980060882,1.446827665,2.045821221,1.897859171,VASH2,vasohibin 2
ENSCAFG00000012407,-1.402931282,-2.013310598,-1.378053498,-1.017185711,-1.06756973,-2.750590877,-1.153560026,FZD7,frizzled class receptor 7
ENSCAFG00000012414,-1.81392857,-2.168891296,-0.697764159,-1.426622689,-1.147365626,-2.190045303,-1.687773104,FAM13C,family with sequence similarity 13 member C
ENSCAFG00000012432,0.711013308,-0.997994933,-1.574781473,-1.194346928,-3.297732296,-2.257929394,-1.049206367,MYOZ2,myozenin 2
ENSCAFG00000012433,-1.770572432,-1.90779548,-3.140193001,-2.140976492,-0.264689223,-4.525438746,-2.417586354,PER2,period circadian regulator 2
ENSCAFG00000012434,-0.765533233,-0.756193429,-1.180602175,-1.612890313,-0.400434699,-2.004722675,-0.199797032,CTSF,cathepsin F
ENSCAFG00000012444,0.852612011,0.739707009,0.829571196,0.25068618,0.415638404,2.058482603,1.215060745,ALG3,"ALG3 alpha-1,3- mannosyltransferase"
ENSCAFG00000012449,-1.142240121,-0.57645206,-2.015362534,-1.160280747,-1.111513373,-1.805351139,-1.089063919,USP53,ubiquitin specific peptidase 53
ENSCAFG00000012468,0.668422665,0.831986019,0.622626745,1.500461546,1.13518,0.419973211,3.64328387,OSM,oncostatin M
ENSCAFG00000012482,1.338866949,0.736950221,1.91228073,1.203217634,0.421868001,2.412606868,0.364241138,NA,NA
ENSCAFG00000012523,-1.411035226,-0.200825579,0.037121656,-0.623624543,-0.69994564,-0.271911722,-0.448412799,CLDN4,claudin 4
ENSCAFG00000012545,-0.499840901,-1.028088689,-1.03499148,0.094361993,-0.266194653,-1.382044292,-1.123709926,CARF,calcium responsive transcription factor
ENSCAFG00000012550,0.524835119,1.097056261,0.202039194,0.207373513,-0.338067391,0.631008051,1.35160614,SP5,Sp5 transcription factor
ENSCAFG00000012586,-0.808360705,-1.709742702,-1.109175563,-1.063178494,-0.370892645,-1.066411694,-0.7386796,RERGL,RERG like
ENSCAFG00000012593,1.744346538,3.380291132,3.095305285,2.373858441,0.554086204,3.523151569,2.308422852,CENPF,centromere protein F
ENSCAFG00000012614,-0.821762803,-1.007226983,-0.946237774,1.192330969,-1.066366188,-1.736199429,-1.462508473,KCNK2,potassium two pore domain channel subfamily K member 2
ENSCAFG00000012619,-1.168265983,1.467367008,-0.56624726,-2.56287007,-0.515434331,-1.314769124,-1.470880311,MGST1,microsomal glutathione S-transferase 1
ENSCAFG00000012621,-0.210264288,2.524734081,1.348263496,1.106545458,1.701536062,0.011324442,0.450804949,LY9,lymphocyte antigen 9
ENSCAFG00000012630,-0.574611251,-1.561199671,0.143922698,-1.576565822,-0.139513142,-1.063183779,-1.283539317,CNKSR1,connector enhancer of kinase suppressor of Ras 1
ENSCAFG00000012663,0.693502075,0.927541239,0.8742366,2.386990844,0.225200342,2.856080721,0.96908481,GPC1,glypican 1
ENSCAFG00000012666,-0.433477209,-1.125186085,-1.957792637,-2.479110675,-0.448259184,-3.062216562,-0.257939357,F11R,F11 receptor
ENSCAFG00000012675,-0.720844398,-1.989443401,-2.480685522,-2.86763527,-0.712466712,-0.471761526,-0.580239254,SELENBP1,selenium binding protein 1
ENSCAFG00000012682,-0.928746544,-1.009540858,-1.200669916,-0.871199571,-0.295606348,-1.430552601,-0.716493285,PELI3,pellino E3 ubiquitin protein ligase family member 3
ENSCAFG00000012694,-0.525848764,-2.409995987,-1.138874599,-0.555196775,-2.471122931,-2.649294219,-2.520009699,ANK3,ankyrin 3
ENSCAFG00000012700,0.317076093,0.79669906,2.118364314,0.754279977,0.268675446,1.872749538,0.550436435,BUB3,BUB3 mitotic checkpoint protein
ENSCAFG00000012715,0.39767667,0.63785133,0.821634044,0.894443655,-0.184629378,1.9030342,0.437987102,LMLN,leishmanolysin like peptidase
ENSCAFG00000012724,-1.442563319,-0.87644642,-1.687276097,-1.506769284,-0.145698448,-1.920906545,-0.482706205,EPS8,epidermal growth factor receptor pathway substrate 8
ENSCAFG00000012762,-2.508056976,-1.602309172,-1.715610471,-3.30187685,-3.453588957,-3.848600593,-3.338815105,COCH,cochlin
ENSCAFG00000012787,-0.904503492,-1.827857222,-1.013484175,-1.626789971,-0.667463432,-1.537688657,0.776619646,NA,NA
ENSCAFG00000012800,0.385298676,2.104082926,0.846729788,0.526077851,-0.310602011,1.092247134,0.14223632,SCML2,Scm polycomb group protein like 2
ENSCAFG00000012806,-2.605598709,-0.933513434,0.611123476,-2.986460009,-1.142111432,-4.067621366,-2.415055772,MPZL2,myelin protein zero like 2
ENSCAFG00000012819,-0.270225581,-0.212499445,-0.607293677,-0.353785595,-0.891574132,-0.32117807,-0.789209108,CDKL5,cyclin dependent kinase like 5
ENSCAFG00000012824,-1.836558767,-1.611561605,-0.978932619,-2.11581588,-1.026260353,-1.830731267,-0.126272959,NA,NA
ENSCAFG00000012836,2.14394194,1.951674088,0.160285722,0.776739183,3.187173727,0.028762005,3.276454751,ADAMTS4,ADAM metallopeptidase with thrombospondin type 1 motif 4
ENSCAFG00000012848,-2.65309774,-2.496787282,-2.601985036,-1.419329345,-1.71966409,-1.210248088,-1.626897098,COL20A1,collagen type XX alpha 1 chain
ENSCAFG00000012874,1.278860234,-2.479728439,-1.471257117,-2.677810099,-0.340270652,-2.593480123,-0.466492725,PDE6H,phosphodiesterase 6H
ENSCAFG00000012904,0.500189048,2.445145823,2.56359602,1.460281855,0.939456144,3.089907415,2.011030697,CDK1,cyclin dependent kinase 1
ENSCAFG00000012915,-1.992343542,-3.09262701,-1.68227997,-2.043840189,-1.518206971,-3.905869315,-1.232499518,BTNL9,butyrophilin like 9
ENSCAFG00000012919,0.375471172,0.789437848,0.644793704,0.569113464,-0.054831437,1.099427923,1.287925481,CDC25A,cell division cycle 25A
ENSCAFG00000012964,-3.526733607,-5.010700544,-3.653613614,-2.119316882,-0.112334756,-2.057853445,-1.436519405,MPZ,myelin protein zero
ENSCAFG00000012969,0.826537798,1.244304408,0.46865039,0.730064659,0.580642887,0.188344889,0.580246968,INPP5J,inositol polyphosphate-5-phosphatase J
ENSCAFG00000012970,-1.306633408,-3.530616107,-0.47422459,-2.385028525,-1.454396918,-1.8616257,-2.269351515,MLXIPL,MLX interacting protein like
ENSCAFG00000012983,-0.155272402,-0.403168736,-2.909987903,-0.478832166,0.070790976,-1.397760131,-1.495868263,ADGRG2,adhesion G protein-coupled receptor G2
ENSCAFG00000012986,1.67780772,2.307062914,1.025865331,1.583362061,1.384192346,1.271998043,2.507384732,ADAM12,ADAM metallopeptidase domain 12
ENSCAFG00000012998,0.009220969,-1.980384669,-3.609345435,-3.103939752,-0.962784491,-4.350150988,0.397446037,ACE,angiotensin I converting enzyme
ENSCAFG00000013005,0.652850648,3.084461503,0.168440844,-0.044628119,2.987376092,2.677976115,1.149467974,EPHB3,EPH receptor B3
ENSCAFG00000013049,-0.538263196,0.1842455,-0.325458637,-1.672035117,-0.942726866,-2.561911831,-1.532898172,EGR2,early growth response 2
ENSCAFG00000013077,-1.639737798,0.013631352,0.567069086,-0.409435034,-1.004926449,-2.664322253,-1.530670302,PIK3IP1,phosphoinositide-3-kinase interacting protein 1
ENSCAFG00000013088,-0.854207161,-0.558563146,-0.708095653,-0.277943567,-0.318322435,-1.19195825,-0.95039035,ING5,inhibitor of growth family member 5
ENSCAFG00000013114,-0.276432395,-0.691684918,-0.447966469,-0.184593055,-0.291499441,-0.783614548,-0.913461192,RGSL1,regulator of G protein signaling like 1
ENSCAFG00000013123,-0.276432395,0.191198558,-1.169422263,-0.174596476,-0.792177935,-0.640251924,-0.572309627,INSYN2A,inhibitory synaptic factor 2A
ENSCAFG00000013132,1.22259051,1.106309928,0.951329934,0.917584358,0.397514758,1.375709621,1.587468753,FOSL1,"FOS like 1, AP-1 transcription factor subunit"
ENSCAFG00000013149,-0.608982147,-0.751065036,-0.84279103,-0.743372024,-0.180721538,-1.520675804,-0.856268183,WHAMM,"WASP homolog associated with actin, golgi membranes and microtubules"
ENSCAFG00000013154,-1.563469242,-0.009818088,-0.475354471,-0.745411038,-0.682750797,-0.517270086,-0.398422956,LOC478277,"creatine kinase U-type, mitochondrial"
ENSCAFG00000013156,0.780570011,1.111463501,0.118765234,1.125363972,2.020831312,0.860060188,1.065886595,CSPG5,chondroitin sulfate proteoglycan 5
ENSCAFG00000013182,-0.010127905,-0.824747029,-1.016425049,-1.773928729,-1.059055117,-1.70680548,-0.876512108,EGLN3,egl-9 family hypoxia inducible factor 3
ENSCAFG00000013184,-0.759507689,3.425445715,0.584296039,0.426652701,2.323515081,0.673796311,1.797030511,PDCD1,programmed cell death 1
ENSCAFG00000013191,-2.106870377,-1.337362655,-2.675618937,-0.558521374,-1.690525711,-3.420111244,-1.94054128,NRP2,neuropilin 2
ENSCAFG00000013213,-3.107644574,-3.098221261,na,2.560867489,na,2.453578992,2.903695247,NA,NA
ENSCAFG00000013219,0.540332223,-0.089916059,0.247594183,0.086736347,0.538082216,1.053346577,2.162940768,BNC1,basonuclin 1
ENSCAFG00000013228,-1.960419297,-2.166669399,-1.557819925,-2.250113258,-2.202546955,-3.51030627,-2.326941197,CNKSR2,connector enhancer of kinase suppressor of Ras 2
ENSCAFG00000013244,-1.288404491,-0.358965582,0.281551274,-0.832980787,0.372898068,-2.292701316,-2.131881815,CDKN1B,cyclin dependent kinase inhibitor 1B
ENSCAFG00000013250,-1.370475255,-0.589393236,-2.031349535,-1.364485624,-0.997580237,-2.145770909,-0.1573919,RGS5,regulator of G protein signaling 5
ENSCAFG00000013252,0.426131663,0.719209761,0.163720566,0.757031503,0.33731886,0.035614717,0.565779803,NMNAT2,nicotinamide nucleotide adenylyltransferase 2
ENSCAFG00000013255,2.478286336,3.78169969,2.943602803,2.140841134,1.402568546,3.743423019,2.576353124,MKI67,marker of proliferation Ki-67
ENSCAFG00000013259,0.669936368,2.584256767,2.569650238,1.850796852,0.942841019,1.975574397,1.113263745,NUF2,NUF2 component of NDC80 kinetochore complex
ENSCAFG00000013260,-0.660431247,-0.301710015,0.212061707,-0.694174941,-0.772359633,-0.504642897,-0.600098931,KLHL34,kelch like family member 34
ENSCAFG00000013267,-0.349111257,-1.306470466,-1.540428166,-1.545531029,-0.826886858,-1.981031645,-0.634873582,EBF3,EBF transcription factor 3
ENSCAFG00000013273,1.029055541,1.140821735,1.948368423,0.738768759,0.239512059,1.237652893,0.627266992,E2F2,E2F transcription factor 2
ENSCAFG00000013288,0.481852507,-0.653534131,-1.570786362,-1.018640878,-0.391851311,-1.789094923,-1.776414113,ADAMTSL3,ADAMTS like 3
ENSCAFG00000013292,0.9540586,1.008066488,0.542326455,-0.133905236,0.395269067,1.73830369,1.70399473,RNASEH2C,ribonuclease H2 subunit C
ENSCAFG00000013317,2.298348218,-0.119983724,1.009282467,-0.016094406,1.973277561,1.217084538,-0.027235458,LMX1A,LIM homeobox transcription factor 1 alpha
ENSCAFG00000013320,0.217946686,-2.611205372,-3.04113453,-2.791410259,-1.298698694,-3.867099226,1.206417028,APOA1,apolipoprotein A1
ENSCAFG00000013325,-0.694385998,-1.450055441,0.59087883,-3.476709639,-1.05492213,-2.152535545,-2.403446933,PHEX,phosphate regulating endopeptidase homolog X-linked
ENSCAFG00000013356,0.50906475,1.217932799,-0.516299396,0.73308376,1.317231047,1.67202564,1.928346576,SLC16A1,solute carrier family 16 member 1
ENSCAFG00000013362,-0.463605441,-2.521160437,-2.413154474,-2.081178035,-0.18087242,-1.818939576,-2.013779809,GPR1,G protein-coupled receptor 1
ENSCAFG00000013368,-1.845988027,-4.056650842,-3.87233647,-3.589327204,-3.076745486,-3.375421785,-1.740311409,APOD,apolipoprotein D
ENSCAFG00000013382,0.440434237,0.483144348,0.65500956,0.585275787,0.475202751,1.382828039,0.281714064,PPM1J,"protein phosphatase, Mg2+/Mn2+ dependent 1J"
ENSCAFG00000013402,-1.03003314,-0.48573052,-0.79229444,-1.042970796,-1.75581412,-0.530418249,-1.090152541,EVX2,even-skipped homeobox 2
ENSCAFG00000013418,-0.446057046,-1.304272247,-1.294161796,-0.399707551,-1.461325245,-2.376829078,-1.653234837,NFKBIA,NFKB inhibitor alpha
ENSCAFG00000013440,-0.669133306,1.732693745,0.892095422,1.94450315,1.000707628,0.307149595,2.886192929,ADAM8,ADAM metallopeptidase domain 8
